"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/30/2018",7,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/02/2018",25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/05/2018",19,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/08/2018",12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/11/2018",19,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/14/2018",32,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/17/2018",15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/20/2018",11,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/23/2018",7,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/26/2018",9,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"04/29/2018",11,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/02/2018",30,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/05/2018",42,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/08/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/11/2018",35,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/14/2018",49,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/17/2018",11,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/20/2018",22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/23/2018",23,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/26/2018",9,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"05/29/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/01/2018",15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/04/2018",16,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/07/2018",33,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/10/2018",39,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/13/2018",18,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/16/2018",41,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/19/2018",42,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/22/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/25/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"06/28/2018",24,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/01/2018",25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/04/2018",43,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/07/2018",22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/10/2018",34,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/13/2018",47,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/16/2018",31,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/19/2018",29,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/22/2018",18,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/25/2018",21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/28/2018",34,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"07/31/2018",25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/03/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/06/2018",21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/09/2018",21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/12/2018",35,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/15/2018",43,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/18/2018",25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/21/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/24/2018",21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/27/2018",45,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"08/30/2018",27,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/02/2018",24,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/05/2018",29,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/08/2018",32,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/11/2018",22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/14/2018",9,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/17/2018",3,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/20/2018",35,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/23/2018",30,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/26/2018",13,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"09/29/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/02/2018",25,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/05/2018",26,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/08/2018",23,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/11/2018",6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/14/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/17/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/20/2018",12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/23/2018",12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/26/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"10/29/2018",8,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/01/2018",22,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/04/2018",15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/07/2018",10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/10/2018",12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/13/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/16/2018",10,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/19/2018",31,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/22/2018",14,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/25/2018",15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"11/28/2018",21,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/01/2018",16,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/04/2018",6,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/07/2018",15,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/10/2018",5,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/19/2018",20,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/22/2018",4,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"12/25/2018",12,"Linville Falls","PM2.5","Avery",35.972347,-81.933072
"01/02/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/08/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/14/2018",18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/20/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/26/2018",37,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/01/2018",44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/07/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/13/2018",18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/19/2018",14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/25/2018",22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/03/2018",9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/09/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/15/2018",31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/21/2018",9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/27/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/02/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/08/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/14/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/20/2018",17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/26/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/02/2018",48,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/08/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/14/2018",54,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/20/2018",39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/26/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/01/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/07/2018",46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/13/2018",25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/19/2018",45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/25/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/01/2018",29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/07/2018",24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/13/2018",44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/19/2018",43,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/25/2018",24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/31/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/06/2018",29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/12/2018",38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/18/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/24/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/30/2018",31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/05/2018",32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/11/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/17/2018",5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/23/2018",46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/29/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/05/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/11/2018",9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/17/2018",8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/23/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/29/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/04/2018",24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/10/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/22/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/28/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/04/2018",8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/10/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/16/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/22/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/28/2018",10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/02/2018",29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/08/2018",49,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/14/2018",1,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/26/2018",27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/01/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/07/2018",17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/13/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/19/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/25/2018",29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/03/2018",10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/09/2018",27,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/15/2018",32,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/21/2018",8,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/27/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/02/2018",42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/08/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/14/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/20/2018",18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"04/26/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/02/2018",47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/08/2018",29,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/14/2018",55,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"05/26/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/01/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/07/2018",46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/13/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/19/2018",47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"06/25/2018",22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/01/2018",31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/07/2018",25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/13/2018",46,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/19/2018",45,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/25/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"07/31/2018",31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/06/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/12/2018",36,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/18/2018",25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/24/2018",31,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"08/30/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/05/2018",33,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/11/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/23/2018",47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"09/29/2018",17,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/05/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/11/2018",7,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/17/2018",9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/23/2018",22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"10/29/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/04/2018",25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/10/2018",22,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/16/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/22/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"11/28/2018",24,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/04/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/10/2018",16,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/16/2018",10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"12/22/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/01/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/02/2018",25,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/03/2018",52,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/04/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/05/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/06/2018",19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/07/2018",53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/08/2018",44,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/09/2018",53,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/10/2018",35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/11/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/12/2018",4,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/13/2018",6,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/14/2018",21,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/15/2018",41,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/16/2018",57,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/17/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/18/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/19/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/20/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/21/2018",50,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/22/2018",42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/23/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/24/2018",14,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/25/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/26/2018",40,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/27/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/28/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/29/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/30/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"01/31/2018",35,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/01/2018",47,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/02/2018",9,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/03/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/04/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/05/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/06/2018",28,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/07/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/08/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/09/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/10/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/11/2018",10,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/12/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/13/2018",20,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/14/2018",30,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/15/2018",18,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/16/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/17/2018",5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/18/2018",3,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/19/2018",15,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/20/2018",26,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/21/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/22/2018",39,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/23/2018",42,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/24/2018",38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/25/2018",23,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/26/2018",11,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/27/2018",19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"02/28/2018",19,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/01/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/02/2018",5,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/03/2018",12,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/04/2018",13,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/05/2018",38,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
"03/06/2018",66,"Board Of Ed. Bldg.","PM2.5","Buncombe",35.6062000008935,-82.5844
